id,combo,category,name,fileName,planType,includeType,inferredPlan,inferredIncludeType,issues,combinations
"69677e9c092ca2d1d59d54c0","sharefile-to-google-mydrive","content","ShareFile to Google Drive (MyDrive & Shared Drive) Standard Plan - Standard Include","ShareFile to Google Drive (MyDrive & Shared Drive) Standard Plan - Standard Include.docx","","","standard","included","missing_planType|missing_includeType","[""sharefile-to-google-mydrive"",""sharefile-to-google-sharedrive"",""all""]"
"69677e9c092ca2d1d59d54c1","sharefile-to-google-mydrive","content","ShareFile to Google Drive (MyDrive & Shared Drive) Standard Plan - Standard Not Include","ShareFile to Google Drive (MyDrive & Shared Drive) Standard Plan - Standard Not Include.docx","","","standard","notincluded","missing_planType|missing_includeType","[""sharefile-to-google-mydrive"",""sharefile-to-google-sharedrive"",""all""]"
"6967906d0d2cb1db2f4aec0b","dropbox-to-mydrive","content","Dropbox to Google Drive (MyDrive & Shared Drive) Advanced Plan - Advanced Include","Dropbox to Google Drive (MyDrive & Shared Drive) Advanced Plan - Advanced Include.docx","","","advanced","included","missing_planType|missing_includeType","[""dropbox-to-mydrive"",""dropbox-to-google-sharedrive"",""dropbox-to-google"",""all""]"
"6967906d0d2cb1db2f4aec0c","dropbox-to-mydrive","content","Dropbox to Google Drive (MyDrive & Shared Drive) Advanced Plan - Advanced Not Include","Dropbox to Google Drive (MyDrive & Shared Drive) Advanced Plan - Advanced Not Include.docx","","","advanced","notincluded","missing_planType|missing_includeType","[""dropbox-to-mydrive"",""dropbox-to-google-sharedrive"",""dropbox-to-google"",""all""]"
"696794cfefad1346d9b6b87f","google-mydrive-to-google-sharedrive","content","Google Drive to Google(MyDrive & Shared Drive) - Included Features","Google Drive to Google(MyDrive & Shared Drive) - Included Features.docx","","","","included","missing_includeType","[""google-mydrive-to-google-sharedrive"",""google-sharedrive-to-google-sharedrive"",""all""]"
"69679bc62f0ef8fcd31a6083","google-mydrive-to-google-mydrive","content","Google MyDrive to Google(MyDrive & Shared Drive) Standard Plan - Standard Include","Google MyDrive to Google(MyDrive & Shared Drive) Standard Plan - Standard Include.docx","","","standard","included","missing_planType|missing_includeType","[""google-mydrive-to-google-mydrive"",""google-mydrive-to-google-sharedrive"",""all""]"
"69679d6e0f005aa81af00acd","google-mydrive-to-google-mydrive","content","Google MyDrive to Google(MyDrive & Shared Drive) Standard Plan - Standard Not Include","Google MyDrive to Google(MyDrive & Shared Drive) Standard Plan - Standard Not Include.docx","","","standard","notincluded","missing_planType|missing_includeType","[""google-mydrive-to-google-mydrive"",""google-mydrive-to-google-sharedrive"",""all""]"
"6967c696a7d7c1972a07ea6e","outlook-to-gmail","email","Outlook to Gmail - Included Features","Outlook to Gmail - Included.docx","","","","included","missing_includeType","[""outlook-to-gmail"",""all""]"
"6967c696a7d7c1972a07ea6f","outlook-to-gmail","email","Outlook to Gmail - Not Included Features","Outlook to Gmail - Not Included.docx","","","","notincluded","missing_includeType","[""outlook-to-gmail"",""all""]"
"6967c696a7d7c1972a07ea70","outlook-to-outlook","email","Outlook to Outlook - Included Features","Outlook to Outlook - Included.docx","","","","included","missing_includeType","[""outlook-to-outlook"",""all""]"
"6967c696a7d7c1972a07ea71","outlook-to-outlook","email","Outlook to Outlook - Not Included Features","Outlook to Outlook - Not Included.docx","","","","notincluded","missing_includeType","[""outlook-to-outlook"",""all""]"
"6967c696a7d7c1972a07ea72","sharefile-to-google-sharedrive","content","ShareFile to Google Shared Drive Standard Plan - Standard Include","ShareFile to Google Shared Drive Standard Plan - Standard Include.docx","","","standard","included","missing_planType|missing_includeType","[""sharefile-to-google-sharedrive"",""all""]"
"6967c696a7d7c1972a07ea73","sharefile-to-google-sharedrive","content","ShareFile to Google Shared Drive Standard Plan - Standard Not Include","ShareFile to Google Shared Drive Standard Plan - Standard Not Include.docx","","","standard","notincluded","missing_planType|missing_includeType","[""sharefile-to-google-sharedrive"",""all""]"
"6967c696a7d7c1972a07ea74","dropbox-to-google","content","Dropbox to Google Shared Drive Advanced Plan - Advanced Include","Dropbox to Google Shared Drive Advanced Plan - Advanced Include.docx","","","advanced","included","missing_planType|missing_includeType","[""dropbox-to-google"",""dropbox-to-google-sharedrive"",""all""]"
"6967c696a7d7c1972a07ea75","dropbox-to-google","content","Dropbox to Google Shared Drive Advanced Plan - Advanced Not Include","Dropbox to Google Shared Drive Advanced Plan - Advanced Not Include.docx","","","advanced","notincluded","missing_planType|missing_includeType","[""dropbox-to-google"",""dropbox-to-google-sharedrive"",""all""]"
"6967c697a7d7c1972a07ea76","box-to-google-sharedrive","content","Box to Google Shared Drive Advanced Plan - Advanced Include","Box to Google Shared Drive Advanced Plan - Advanced Include.docx","","","advanced","included","missing_planType|missing_includeType","[""box-to-google-sharedrive"",""all""]"
"6967c6f61c43c340eba3effa","egnyte-to-sharepoint-online","content","Egnyte to SharePoint Standard Plan - Standard Include","Egnyte to SharePoint Standard Plan - Standard Include.docx","","","standard","included","missing_planType|missing_includeType","[""egnyte-to-sharepoint-online"",""all""]"
"6967c6f61c43c340eba3effb","egnyte-to-sharepoint-online","content","Egnyte to SharePoint Standard Plan - Standard Not Include","Egnyte to SharePoint Standard Plan - Standard Not Include.docx","","","standard","notincluded","missing_planType|missing_includeType","[""egnyte-to-sharepoint-online"",""all""]"
"6968e05996a48833c61e2e8f","teams-to-google-chat","messaging","Teams to Google Chat - Included Features","Teams to Google Chat - Included Features.docx","","","","included","missing_includeType","[""teams-to-google-chat"",""all""]"
"6968e05a96a48833c61e2e90","teams-to-google-chat","messaging","Teams to Google Chat - Not Included Feature","Teams to Google Chat - Not Included Feature.docx","","","","notincluded","missing_includeType","[""teams-to-google-chat"",""all""]"
"69690924837643c641dc027e","meta-to-google-chat","messaging","Meta to Google Chat - Included Features","Meta to Google Chat - Included Features.docx","","","","included","missing_includeType","[""meta-to-google-chat"",""all""]"
"69690924837643c641dc027f","meta-to-google-chat","messaging","Meta to Google Chat - Not Included Feature","Meta to Google Chat - Not Included Feature.docx","","","","notincluded","missing_includeType","[""meta-to-google-chat"",""all""]"
"696a3263ff83000a522caa86","dropbox-to-azureblob","content","Dropbox to AzureBlob Standard Plan - Standard Included","Dropbox to AzureBlob Standard Plan - Standard Included.docx","","","standard","included","missing_planType|missing_includeType","[""dropbox-to-azureblob"",""all""]"
"696a3264ff83000a522caa87","dropbox-to-azureblob","content","Dropbox to AzureBlob Standard Plan - Standard Not Included","Dropbox to AzureBlob Standard Plan - Standard Not Included.docx","","","standard","notincluded","missing_planType|missing_includeType","[""dropbox-to-azureblob"",""all""]"
"696a388e881ea6ca2b2a5fc1","dropbox-to-azureblob","content","Dropbox to AzureBlob Advanced Plan - Advanced Include","Dropbox to AzureBlob Advanced Plan - Advanced Include.docx","","","advanced","included","missing_planType|missing_includeType","[""dropbox-to-azureblob"",""all""]"
"696a388e881ea6ca2b2a5fc2","dropbox-to-azureblob","content","Dropbox to AzureBlob Advanced Plan - Advanced Not Include","Dropbox to AzureBlob Advanced Plan - Advanced Not Include.docx","","","advanced","notincluded","missing_planType|missing_includeType","[""dropbox-to-azureblob"",""all""]"
"696a3dde5a70af93128b6172","dropbox-to-google","content","DropBox for Business to Google SharedDrive Advanced Plan - Advanced Include","DropBox for Business to Google SharedDrive Advanced Plan - Advanced Include.docx","","","advanced","included","missing_planType|missing_includeType","[""dropbox-to-google"",""dropbox-to-google-sharedrive"",""all""]"
"696a3dde5a70af93128b6173","dropbox-to-google","content","DropBox for Business to Google SharedDrive Advanced Plan - Advanced Not Include","DropBox for Business to Google SharedDrive Advanced Plan - Advanced Not Include.docx","","","advanced","notincluded","missing_planType|missing_includeType","[""dropbox-to-google"",""dropbox-to-google-sharedrive"",""all""]"
"696a45415d18434d1b410b51","dropbox-to-mydrive","content","Dropbox to Google MyDrive Advanced Plan - Advanced Include","Dropbox to Google MyDrive Advanced Plan - Advanced Include.docx","","","advanced","included","missing_planType|missing_includeType","[""dropbox-to-mydrive"",""dropbox-to-google"",""all""]"
"696a45415d18434d1b410b52","dropbox-to-mydrive","content","Dropbox to Google MyDrive Advanced Plan - Advanced Not Include","Dropbox to Google MyDrive Advanced Plan - Advanced Not Include.docx","","","advanced","notincluded","missing_planType|missing_includeType","[""dropbox-to-mydrive"",""dropbox-to-google"",""all""]"
"696f33944eb870c3ba651965","dropbox-to-google-mydrive","content","Dropbox to Google MyDrive Standard Plan - Standard Include","Dropbox to Google MyDrive Standard Plan - Standard Include.docx","","","standard","included","missing_planType|missing_includeType","[""dropbox-to-google-mydrive"",""dropbox-to-mydrive""]"
"696f33944eb870c3ba651966","dropbox-to-google-mydrive","content","Dropbox to Google MyDrive Standard Plan - Standard Not Included","Dropbox to Google MyDrive Standard Plan - Standard Not Included.docx","","","standard","notincluded","missing_planType|missing_includeType","[""dropbox-to-google-mydrive"",""dropbox-to-mydrive""]"
"696f38a6d4801a6e36648227","sharefile-to-google-sharedrive","content","ShareFile to Google SharedDrive Standard Plan - Standard Included","ShareFile to Google SharedDrive Standard Plan - Standard Included.docx","","","standard","included","missing_planType|missing_includeType","[""sharefile-to-google-sharedrive"",""all""]"
"696f38a6d4801a6e36648228","sharefile-to-google-sharedrive","content","ShareFile to Google SharedDrive Standard Plan - Standard Not Included","ShareFile to Google SharedDrive Standard Plan - Standard Not Included.docx","","","standard","notincluded","missing_planType|missing_includeType","[""sharefile-to-google-sharedrive"",""all""]"
"696f78ffeb26b2aa1cd79fe8","sharefile-to-google-mydrive","content","ShareFile to Google MyDrive Standard Plan - Standard Included","ShareFile to Google MyDrive Standard Plan - Standard Included.docx","","","standard","included","missing_planType|missing_includeType","[""sharefile-to-google-mydrive"",""all""]"
"696f78ffeb26b2aa1cd79fe9","sharefile-to-google-mydrive","content","ShareFile to Google MyDrive Standard Plan - Standard Not Included","ShareFile to Google MyDrive Standard Plan - Standard Not Included.docx","","","standard","notincluded","missing_planType|missing_includeType","[""sharefile-to-google-mydrive"",""all""]"
"696f7900eb26b2aa1cd79fea","google-sharedrive-to-google-sharedrive","content","Google Shared Drive to Google Shared Drive Standard Plan - Standard Included","Google Shared Drive to Google Shared Drive Standard Plan - Standard Included.docx","","","standard","included","missing_planType|missing_includeType","[""google-sharedrive-to-google-sharedrive"",""all""]"
"696f7900eb26b2aa1cd79feb","google-sharedrive-to-google-sharedrive","content","Google Shared Drive to Google Shared Drive Standard Plan - Standard Not Included","Google Shared Drive to Google Shared Drive Standard Plan - Standard Not Included.docx","","","standard","notincluded","missing_planType|missing_includeType","[""google-sharedrive-to-google-sharedrive"",""all""]"
"696f7900eb26b2aa1cd79fec","google-sharedrive-to-google-sharedrive","content","Google Shared Drive to Google Shared Drive Advanced Plan - Advanced Included","Google Shared Drive to Google Shared Drive Advanced Plan - Advanced Included.docx","","","advanced","included","missing_planType|missing_includeType","[""google-sharedrive-to-google-sharedrive"",""all""]"
"696f7900eb26b2aa1cd79fed","google-sharedrive-to-google-sharedrive","content","Google Shared Drive to Google Shared Drive Advanced Plan - Advanced Not Included","Google Shared Drive to Google Shared Drive Advanced Plan - Advanced Not Included.docx","","","advanced","notincluded","missing_planType|missing_includeType","[""google-sharedrive-to-google-sharedrive"",""all""]"
"696f7e26f09b5547ac44e2be","google-sharedrive-to-sharepoint","content","Google Shared Drive to SharePoint Online Standard Plan - Standard Included","Google Shared Drive to SharePoint Online Standard Plan - Standard Included.docx","","","standard","included","missing_planType|missing_includeType","[""google-sharedrive-to-sharepoint"",""all""]"
"696f7e26f09b5547ac44e2bf","google-sharedrive-to-sharepoint","content","Google Shared Drive to SharePoint Online Standard Plan - Standard Not Included","Google Shared Drive to SharePoint Online Standard Plan - Standard Not Included.docx","","","standard","notincluded","missing_planType|missing_includeType","[""google-sharedrive-to-sharepoint"",""all""]"
"696f7e26f09b5547ac44e2c0","google-sharedrive-to-sharepoint","content","Google Shared Drive to SharePoint Online Advanced Plan - Advanced Included","Google Shared Drive to SharePoint Online Advanced Plan - Advanced Included.docx","","","advanced","included","missing_planType|missing_includeType","[""google-sharedrive-to-sharepoint"",""all""]"
"696f7e26f09b5547ac44e2c1","google-sharedrive-to-sharepoint","content","Google Shared Drive to SharePoint Online Advanced Plan - Advanced Not Included","Google Shared Drive to SharePoint Online Advanced Plan - Advanced Not Included.docx","","","advanced","notincluded","missing_planType|missing_includeType","[""google-sharedrive-to-sharepoint"",""all""]"
"696f8421f3047be71dccf558","google-sharedrive-to-egnyte","content","Google Shared Drive to Egnyte Standard Plan - Standard Included","Google Shared Drive to Egnyte Standard Plan - Standard Included.docx","","","standard","included","missing_planType|missing_includeType","[""google-sharedrive-to-egnyte"",""all""]"
"696f8421f3047be71dccf559","google-sharedrive-to-egnyte","content","Google Shared Drive to Egnyte Standard Plan - Standard Not Included","Google Shared Drive to Egnyte Standard Plan - Standard Not Included.docx","","","standard","notincluded","missing_planType|missing_includeType","[""google-sharedrive-to-egnyte"",""all""]"
"696f8421f3047be71dccf55a","google-sharedrive-to-egnyte","content","Google Shared Drive to Egnyte Advanced Plan - Advanced Included","Google Shared Drive to Egnyte Advanced Plan - Advanced Included.docx","","","advanced","included","missing_planType|missing_includeType","[""google-sharedrive-to-egnyte"",""all""]"
"696f8421f3047be71dccf55b","google-sharedrive-to-egnyte","content","Google Shared Drive to Egnyte Advanced Plan - Advanced Not Included","Google Shared Drive to Egnyte Advanced Plan - Advanced Not Included.docx","","","advanced","notincluded","missing_planType|missing_includeType","[""google-sharedrive-to-egnyte"",""all""]"
"696f875d4cdcc4428b8e8f77","google-sharedrive-to-onedrive","content","Google Shared Drive to OneDrive Standard Plan - Standard Included","Google Shared Drive to OneDrive Standard Plan - Standard Included.docx","","","standard","included","missing_planType|missing_includeType","[""google-sharedrive-to-onedrive"",""all""]"
"696f875d4cdcc4428b8e8f78","google-sharedrive-to-onedrive","content","Google Shared Drive to OneDrive Standard Plan - Standard Not Included","Google Shared Drive to OneDrive Standard Plan - Standard Not Included.docx","","","standard","notincluded","missing_planType|missing_includeType","[""google-sharedrive-to-onedrive"",""all""]"
"696f875d4cdcc4428b8e8f79","google-sharedrive-to-onedrive","content","Google Shared Drive to OneDrive Advanced Plan - Advanced Included","Google Shared Drive to OneDrive Advanced Plan - Advanced Included.docx","","","advanced","included","missing_planType|missing_includeType","[""google-sharedrive-to-onedrive"",""all""]"
"696f875d4cdcc4428b8e8f7a","google-sharedrive-to-onedrive","content","Google Shared Drive to OneDrive Advanced Plan - Advanced Not Included","Google Shared Drive to OneDrive Advanced Plan - Advanced Not Included.docx","","","advanced","notincluded","missing_planType|missing_includeType","[""google-sharedrive-to-onedrive"",""all""]"
"696f8f5dc2467ec897cdd7f1","sharepoint-online-to-google-sharedrive","content","SharePoint to Google Shared Drive Standard Plan - Standard Included","SharePoint to Google Shared Drive Standard Plan - Standard Included.docx","","","standard","included","missing_planType|missing_includeType","[""sharepoint-online-to-google-sharedrive"",""all""]"
"696f8f5dc2467ec897cdd7f2","sharepoint-online-to-google-sharedrive","content","SharePoint to Google Shared Drive Standard Plan - Standard Not Included","SharePoint to Google Shared Drive Standard Plan - Standard Not Included.docx","","","standard","notincluded","missing_planType|missing_includeType","[""sharepoint-online-to-google-sharedrive"",""all""]"
"696f8f5dc2467ec897cdd7f3","sharepoint-online-to-google-sharedrive","content","SharePoint to Google Shared Drive Advanced Plan - Advanced Included","SharePoint to Google Shared Drive Advanced Plan - Advanced Included.docx","","","advanced","included","missing_planType|missing_includeType","[""sharepoint-online-to-google-sharedrive"",""all""]"
"696f8f5dc2467ec897cdd7f4","sharepoint-online-to-google-sharedrive","content","SharePoint to Google Shared Drive Advanced Plan - Advanced Not Included","SharePoint to Google Shared Drive Advanced Plan - Advanced Not Included.docx","","","advanced","notincluded","missing_planType|missing_includeType","[""sharepoint-online-to-google-sharedrive"",""all""]"
"696f926ad5e7e0c7b4e9e302","sharepoint-online-to-google-mydrive","content","SharePoint to Google MyDrive Standard Plan - Standard Included","SharePoint to Google MyDrive Standard Plan - Standard Included.docx","","","standard","included","missing_planType|missing_includeType","[""sharepoint-online-to-google-mydrive"",""all""]"
"696f926ad5e7e0c7b4e9e303","sharepoint-online-to-google-mydrive","content","SharePoint to Google MyDrive Standard Plan - Standard Not Included","SharePoint to Google MyDrive Standard Plan - Standard Not Included.docx","","","standard","notincluded","missing_planType|missing_includeType","[""sharepoint-online-to-google-mydrive"",""all""]"
"696f926ad5e7e0c7b4e9e304","sharepoint-online-to-google-mydrive","content","SharePoint to Google MyDrive Advanced Plan - Advanced Included","SharePoint to Google MyDrive Advanced Plan - Advanced Included.docx","","","advanced","included","missing_planType|missing_includeType","[""sharepoint-online-to-google-mydrive"",""all""]"
"696f926ad5e7e0c7b4e9e305","sharepoint-online-to-google-mydrive","content","SharePoint to Google MyDrive Advanced Plan - Advanced Not Included","SharePoint to Google MyDrive Advanced Plan - Advanced Not Included.docx","","","advanced","notincluded","missing_planType|missing_includeType","[""sharepoint-online-to-google-mydrive"",""all""]"
"696f951864f816edff35bf2b","sharepoint-online-to-egnyte","content","SharePoint to Egnyte Standard Plan - Standard Included","SharePoint to Egnyte Standard Plan - Standard Included.docx","","","standard","included","missing_planType|missing_includeType","[""sharepoint-online-to-egnyte"",""all""]"
"696f951864f816edff35bf2c","sharepoint-online-to-egnyte","content","SharePoint to Egnyte Standard Plan - Standard Not Included","SharePoint to Egnyte Standard Plan - Standard Not Included.docx","","","standard","notincluded","missing_planType|missing_includeType","[""sharepoint-online-to-egnyte"",""all""]"
"696f951964f816edff35bf2d","sharepoint-online-to-egnyte","content","SharePoint to Egnyte Advanced Plan - Advanced Included","SharePoint to Egnyte Advanced Plan - Advanced Included.docx","","","advanced","included","missing_planType|missing_includeType","[""sharepoint-online-to-egnyte"",""all""]"
"696f951964f816edff35bf2e","sharepoint-online-to-egnyte","content","SharePoint to Egnyte Advanced Plan - Advanced Not Included","SharePoint to Egnyte Advanced Plan - Advanced Not Included.docx","","","advanced","notincluded","missing_planType|missing_includeType","[""sharepoint-online-to-egnyte"",""all""]"
"69705d075db342c1893897ad","sharefile-to-google-sharedrive","content","ShareFile to Google Shared Drive Advanced Plan - Included Features","sharefile-to-google-sharedrive-advanced-plan-included.docx","","","advanced","included","missing_planType|missing_includeType","[""sharefile-to-google-sharedrive"",""all""]"
"69705d085db342c1893897ae","sharefile-to-google-sharedrive","content","ShareFile to Google Shared Drive Advanced Plan - Not Included Features","sharefile-to-google-sharedrive-advanced-plan-notincluded.docx","","","advanced","notincluded","missing_planType|missing_includeType","[""sharefile-to-google-sharedrive"",""all""]"
"69806f486e2187fba0c865fa","egnyte-to-microsoft","content","Egnyte to Microsoft Standard Exhibit","egnyte-to-microsoft-standard.docx","","","standard","","missing_planType","[""egnyte-to-microsoft"",""all""]"
"69806f486e2187fba0c865fb","egnyte-to-microsoft","content","Egnyte to Microsoft Advanced Exhibit","egnyte-to-microsoft-advanced.docx","","","advanced","","missing_planType","[""egnyte-to-microsoft"",""all""]"
"698c5c4482063125b325c48e","slack-to-google-chat","messaging","Slack to Google Chat Basic Plan - Basic Not Include","Slack to Google Chat Basic Plan - Basic Not Include.docx","","notincluded","basic","notincluded","missing_planType","[""slack-to-google-chat"",""all""]"
"698da99698c677ec58d51e2f","teams-to-teams","messaging","Teams to Teams Advanced Plan - Advanced Included","Teams to Teams Advanced Plan - Advanced Included.docx","","","advanced","included","missing_planType|missing_includeType","[""teams-to-teams""]"
"698da99698c677ec58d51e30","teams-to-teams","messaging","Teams to Teams Advanced Plan - Advanced Not Included","Teams to Teams Advanced Plan - Advanced Not Included.docx","","","advanced","notincluded","missing_planType|missing_includeType","[""teams-to-teams""]"